Date,AAPL,GOOG,IBM,MSFT,QCOM
2004-12-02,31.34,179.4,82.35,22.32,37.97
2004-12-03,30.12,180.4,83.48,22.44,37.86
2004-12-06,31.61,176.29,83.99,22.52,37.78
2004-12-07,30.22,171.43,82.64,22.31,37.36
2004-12-08,30.41,169.98,83.11,22.55,38.01
2004-12-09,30.75,173.43,83.85,22.44,37.86
2004-12-10,31.31,171.65,83.13,22.32,37.75
2004-12-13,31.19,170.45,82.94,22.46,38.27
2004-12-14,31.38,178.69,83.68,22.44,38.39
2004-12-15,31.36,179.78,83.7,22.34,38.65
2004-12-16,32.01,176.47,83.8,22.38,37.88
2004-12-17,31.23,180.08,82.73,22.22,37.8
2004-12-20,30.14,185.02,83.03,22.21,37.43
2004-12-21,30.61,183.75,83.43,22.31,38.34
2004-12-22,30.64,186.3,83.94,22.23,38.74
2004-12-23,30.76,187.9,84.03,22.26,38.84
2004-12-27,30.35,191.91,83.84,22.13,37.87
2004-12-28,30.84,192.76,84.53,22.21,37.93
2004-12-29,30.97,192.9,84.43,22.17,37.35
2004-12-30,31.14,197.6,84.53,22.05,37.22
2004-12-31,30.95,192.79,84.77,22.02,36.96
2005-01-03,30.42,202.71,84.06,22.04,36.89
2005-01-04,30.73,194.5,83.16,22.12,36.73
2005-01-05,31.0,193.51,82.98,22.07,36.88
2005-01-06,31.02,188.55,82.73,22.04,37.49
2005-01-07,33.28,193.85,82.37,21.98,37.68
2005-01-10,33.14,195.06,82.28,22.09,37.62
2005-01-11,31.03,193.54,81.7,22.03,37.7
2005-01-12,31.46,195.38,81.88,22.07,37.59
2005-01-13,33.54,195.33,81.22,21.65,36.7
2005-01-14,33.74,199.97,80.92,21.53,36.8
2005-01-18,33.95,203.9,81.61,21.69,37.16
2005-01-19,33.58,197.3,80.06,21.41,35.8
2005-01-20,33.86,193.92,79.98,21.31,32.94
2005-01-21,33.88,188.28,79.44,21.14,32.95
2005-01-24,34.01,180.72,78.93,21.15,31.85
2005-01-25,34.63,177.12,79.28,21.44,31.96
2005-01-26,34.72,189.24,79.07,21.43,32.17
2005-01-27,34.91,188.08,79.1,21.52,31.51
2005-01-28,35.55,190.34,79.88,21.57,31.69
2005-01-31,36.96,195.62,80.34,21.66,32.46
2005-02-01,37.26,191.9,80.71,21.75,32.11
2005-02-02,38.27,205.96,81.09,21.81,31.72
2005-02-03,37.39,210.86,80.44,21.57,31.48
2005-02-04,37.89,204.36,81.27,21.69,32.21
2005-02-07,37.94,196.03,81.29,21.56,31.37
2005-02-08,38.88,198.64,81.1,21.62,31.59
2005-02-09,37.84,191.58,79.87,21.48,31.11
2005-02-10,37.66,187.98,79.92,21.48,30.78
2005-02-11,39.03,187.4,80.39,21.4,31.52
2005-02-14,40.67,192.99,80.62,21.43,32.4
2005-02-15,42.49,195.23,81.27,21.43,32.15
2005-02-16,43.31,198.41,81.52,21.32,31.38
2005-02-17,42.2,197.9,80.77,21.2,30.82
2005-02-18,41.72,197.95,80.36,21.06,30.2
2005-02-22,40.99,191.37,79.54,20.86,30.11
2005-02-23,42.4,193.95,79.35,20.83,29.81
2005-02-24,42.74,188.89,79.82,20.97,31.02
2005-02-25,42.77,185.87,79.96,20.87,32.32
2005-02-28,43.12,187.99,79.77,20.8,31.49
2005-03-01,42.77,186.06,80.39,20.9,31.76
2005-03-02,42.41,185.18,80.06,20.88,31.69
2005-03-03,40.17,187.01,79.62,20.81,30.93
2005-03-04,41.15,185.9,79.58,20.81,31.01
2005-03-07,41.09,188.81,78.92,21.05,32.66
2005-03-08,38.96,185.2,79.38,21.0,31.7
2005-03-09,37.82,181.35,79.57,20.92,32.09
2005-03-10,38.28,179.98,79.62,21.02,32.39
2005-03-11,38.71,177.8,78.84,20.74,32.63
2005-03-14,38.75,174.99,79.18,20.76,32.72
2005-03-15,39.37,178.61,78.73,20.59,33.29
2005-03-16,39.58,175.6,78.1,20.36,32.99
2005-03-17,40.61,179.29,77.42,20.29,32.22
2005-03-18,41.29,180.04,76.92,20.1,31.86
2005-03-21,42.0,180.88,77.12,20.0,31.91
2005-03-22,41.17,178.6,77.11,19.83,31.45
2005-03-23,40.9,178.98,77.99,19.99,31.72
2005-03-24,40.85,179.25,78.15,20.07,31.24
2005-03-28,40.88,181.42,78.44,20.0,31.61
2005-03-29,40.13,179.57,78.06,19.77,31.23
2005-03-30,41.14,180.45,78.13,19.97,32.24
2005-03-31,40.05,180.51,78.73,19.98,32.0
2005-04-01,39.3,180.04,77.92,19.94,31.05
2005-04-04,39.49,185.29,77.82,20.03,31.52
2005-04-05,40.26,188.57,77.17,20.23,31.14
2005-04-06,40.69,189.22,76.68,20.39,30.68
2005-04-07,41.87,193.76,76.2,20.75,30.72
2005-04-08,42.04,192.05,75.48,20.62,30.49
2005-04-11,40.29,193.23,74.27,20.64,30.13
2005-04-12,41.0,193.96,73.88,20.93,30.22
2005-04-13,39.45,192.93,72.86,20.7,28.74
2005-04-14,35.81,191.45,72.06,20.53,29.32
2005-04-15,33.98,185.0,66.08,20.22,28.56
2005-04-18,34.24,186.97,66.04,20.38,28.41
2005-04-19,35.65,191.4,65.03,20.36,28.65
2005-04-20,34.13,198.1,62.04,20.1,29.01
2005-04-21,35.74,204.22,63.78,20.9,30.32
2005-04-22,34.12,215.81,63.94,20.65,29.63
2005-04-25,35.54,223.53,64.28,20.66,30.29
2005-04-26,34.78,218.75,64.99,20.47,30.14
2005-04-27,34.55,219.78,66.39,20.66,30.88
2005-04-28,34.16,219.45,65.4,20.21,30.43
2005-04-29,34.66,220.0,65.81,20.91,30.48
2005-05-02,35.01,222.29,65.92,20.86,30.62
2005-05-03,34.8,226.19,65.89,20.96,30.29
2005-05-04,35.71,228.5,66.41,20.84,31.14
2005-05-05,35.26,226.98,65.05,20.86,30.71
2005-05-06,35.79,228.02,65.02,20.85,31.08
2005-05-09,35.53,226.02,64.77,20.76,31.48
2005-05-10,35.01,227.8,63.32,20.58,31.09
2005-05-11,34.23,231.29,63.3,20.59,31.58
2005-05-12,32.8,228.72,62.73,20.67,31.18
2005-05-13,33.42,229.24,63.2,20.91,30.84
2005-05-16,34.17,231.05,64.22,21.14,30.87
2005-05-17,33.99,233.13,64.18,21.11,31.53
2005-05-18,34.45,239.16,65.97,21.31,31.93
2005-05-19,36.09,239.18,66.66,21.49,31.98
2005-05-20,36.09,241.61,66.01,21.35,32.61
2005-05-23,38.22,255.45,66.1,21.44,32.49
2005-05-24,38.16,256.0,65.49,21.35,32.41
2005-05-25,38.23,260.81,65.65,21.32,32.2
2005-05-26,39.16,259.2,66.64,21.48,32.78
2005-05-27,38.98,266.0,66.6,21.62,32.54
2005-05-31,38.22,277.27,65.27,21.4,32.64
2005-06-01,38.73,288.0,66.38,21.4,33.36
2005-06-02,38.48,287.9,66.82,21.39,33.49
2005-06-03,36.75,280.26,65.47,21.09,32.93
2005-06-06,36.45,290.94,64.79,21.04,33.09
2005-06-07,35.12,293.12,64.83,21.15,32.63
2005-06-08,35.49,279.56,64.62,21.06,32.34
2005-06-09,36.19,286.31,64.73,21.15,32.0
2005-06-10,34.42,282.5,64.59,21.09,31.52
2005-06-13,34.51,282.75,64.83,20.99,31.64
2005-06-14,34.6,278.35,64.7,21.03,30.72
2005-06-15,35.69,274.8,65.91,20.95,30.53
2005-06-16,36.5,277.44,66.56,20.76,30.62
2005-06-17,36.82,280.3,65.99,20.76,30.56
2005-06-20,36.15,286.7,66.13,20.82,30.83
2005-06-21,36.39,287.84,66.01,20.86,30.75
2005-06-22,37.05,289.3,66.72,20.79,30.57
2005-06-23,37.38,289.71,65.14,20.99,29.77
2005-06-24,36.29,297.25,63.94,20.76,29.4
2005-06-27,35.66,304.1,63.82,20.77,29.41
2005-06-28,35.86,302.0,65.05,20.79,29.33
2005-06-29,34.96,292.72,64.56,20.81,29.37
2005-06-30,35.38,294.15,64.1,20.6,28.91
2005-07-01,35.08,291.25,64.51,20.49,29.42
2005-07-05,36.5,295.71,64.61,20.72,29.41
2005-07-06,35.94,291.52,65.49,20.48,29.25
2005-07-07,36.17,295.54,66.85,20.44,29.31
2005-07-08,36.76,296.23,68.51,20.81,30.43
2005-07-11,36.62,293.35,68.21,20.97,30.82
2005-07-12,36.75,291.78,69.14,21.24,30.74
2005-07-13,36.86,298.86,70.36,21.28,30.58
2005-07-14,39.17,300.89,71.2,21.54,30.95
2005-07-15,39.94,301.19,71.17,21.39,31.16
2005-07-18,39.88,299.54,70.67,21.19,30.75
2005-07-19,41.51,309.9,72.31,21.69,31.35
2005-07-20,41.94,312.0,73.08,21.72,31.6
2005-07-21,41.61,313.94,72.91,21.93,34.16
2005-07-22,42.29,302.4,72.95,21.3,34.41
2005-07-25,42.11,295.85,72.74,21.3,34.41
2005-07-26,41.94,296.09,72.67,21.18,34.62
2005-07-27,42.28,296.93,72.45,21.33,35.16
2005-07-28,42.1,293.5,72.39,21.35,34.83
2005-07-29,40.99,287.76,72.1,21.24,34.57
2005-08-01,41.09,291.61,72.07,21.49,34.15
2005-08-02,41.51,299.19,71.97,22.23,34.72
2005-08-03,41.54,297.3,72.62,22.6,34.97
2005-08-04,41.05,297.73,71.81,22.66,34.64
2005-08-05,41.32,292.35,72.01,23.02,34.29
2005-08-08,40.99,291.25,72.19,22.5,34.33
2005-08-09,42.12,291.57,72.31,22.68,33.95
2005-08-10,41.69,285.68,71.03,22.35,34.33
2005-08-11,42.29,284.05,71.58,22.61,35.45
2005-08-12,44.31,289.72,71.17,22.43,35.72
2005-08-15,45.83,284.0,71.44,22.56,36.31
2005-08-16,44.45,285.65,70.4,22.24,35.25
2005-08-17,45.32,285.1,70.4,22.41,35.13
2005-08-18,44.5,279.99,70.27,22.31,34.97
2005-08-19,44.05,280.0,71.67,22.22,35.21
2005-08-22,44.09,274.01,71.53,22.38,35.51
2005-08-23,43.96,279.58,71.03,22.35,35.28
2005-08-24,43.99,282.57,70.42,22.3,34.77
2005-08-25,44.27,282.59,70.23,22.48,35.16
2005-08-26,43.96,283.58,69.61,22.43,34.97
2005-08-29,44.06,288.45,70.44,22.58,35.08
2005-08-30,44.76,287.27,69.74,22.61,34.98
2005-08-31,45.07,286.0,69.81,22.77,34.85
2005-09-01,44.46,286.25,68.88,22.62,35.11
2005-09-02,44.42,288.45,68.81,22.47,35.07
2005-09-06,46.9,287.11,70.16,22.46,35.59
2005-09-07,46.79,294.87,70.12,22.33,35.63
2005-09-08,47.85,295.39,69.97,22.13,36.63
2005-09-09,49.32,299.09,70.52,22.11,37.57
2005-09-12,49.4,309.74,70.56,22.13,37.34
2005-09-13,48.85,311.68,69.93,22.02,37.61
2005-09-14,47.68,303.0,69.69,21.88,36.92
2005-09-15,47.93,302.62,69.29,21.85,37.08
2005-09-16,49.22,300.2,69.56,21.68,38.02
2005-09-19,50.6,303.79,68.78,21.62,37.48
2005-09-20,51.12,307.91,68.15,21.49,38.11
2005-09-21,50.09,311.9,67.16,21.2,38.38
2005-09-22,49.88,311.37,67.73,21.08,38.62
2005-09-23,51.13,315.36,67.54,21.02,39.28
2005-09-26,51.75,314.28,67.03,21.02,38.97
2005-09-27,51.36,313.94,67.54,21.08,38.92
2005-09-28,49.1,306.0,68.84,21.35,39.06
2005-09-29,50.31,309.62,69.59,21.57,39.48
2005-09-30,51.53,316.46,69.47,21.4,39.27
2005-10-03,52.33,318.68,69.67,21.21,39.54
2005-10-04,51.66,311.0,69.37,20.78,40.03
2005-10-05,50.73,310.71,69.12,20.52,39.62
2005-10-06,49.69,312.75,69.02,20.57,38.75
2005-10-07,49.31,312.99,69.71,20.45,38.55
2005-10-10,48.41,310.65,70.36,20.34,38.33
2005-10-11,49.59,306.1,72.04,20.3,38.14
2005-10-12,47.34,300.97,71.17,20.21,37.17
2005-10-13,51.65,297.44,71.18,20.45,36.6
2005-10-14,51.9,296.14,71.31,20.52,36.8
2005-10-17,51.36,305.0,71.52,20.4,37.03
2005-10-18,50.18,303.28,72.29,20.44,37.26
2005-10-19,52.81,308.7,72.89,20.87,38.63
2005-10-20,53.96,303.2,72.02,20.62,38.05
2005-10-21,53.5,339.9,72.16,20.61,39.49
2005-10-24,54.58,348.65,72.28,20.88,40.11
2005-10-25,53.92,346.91,72.19,20.82,39.63
2005-10-26,54.81,355.44,71.78,20.88,39.36
2005-10-27,53.26,353.06,71.28,20.67,37.78
2005-10-28,52.35,358.17,70.51,21.23,36.04
2005-10-31,55.35,372.14,70.9,21.38,34.89
2005-11-01,55.27,379.38,70.65,21.59,34.66
2005-11-02,57.62,379.68,70.19,22.01,35.44
2005-11-03,59.45,385.95,71.76,21.99,38.63
2005-11-04,58.77,390.43,71.87,22.17,39.32
2005-11-07,57.89,395.03,72.4,22.46,39.18
2005-11-08,57.57,389.9,72.18,22.5,39.75
2005-11-09,57.77,379.15,71.91,22.42,39.2
2005-11-10,58.8,391.1,72.91,22.53,40.07
2005-11-11,59.15,390.4,73.39,22.69,39.86
2005-11-14,59.06,396.97,73.23,22.76,39.96
2005-11-15,59.86,392.8,74.24,22.94,39.44
2005-11-16,62.43,398.15,75.12,23.14,39.45
2005-11-17,62.01,403.45,75.42,23.33,39.96
2005-11-18,62.05,400.21,76.19,23.41,40.31
2005-11-21,62.44,409.36,75.77,23.49,40.44
2005-11-22,63.94,416.47,76.38,23.28,40.31
2005-11-23,64.5,422.86,77.08,23.29,40.38
2005-11-25,66.65,428.62,77.08,23.16,40.53
2005-11-28,66.95,423.48,77.35,23.15,40.41
2005-11-29,65.45,403.54,77.34,23.09,39.97
2005-11-30,65.19,404.91,77.17,23.09,39.91
2005-12-01,68.82,414.09,77.44,23.26,40.02
2005-12-02,69.81,417.7,76.95,23.36,39.67
2005-12-05,69.03,405.85,76.76,23.23,39.12
2005-12-06,71.17,404.54,77.38,23.1,39.34
2005-12-07,71.08,404.22,77.01,23.15,39.57
2005-12-08,71.2,410.65,75.95,23.1,38.88
2005-12-09,71.44,409.2,75.49,23.11,39.09
2005-12-12,72.0,412.61,74.62,22.9,39.75
2005-12-13,72.07,417.49,72.66,22.63,40.31
2005-12-14,69.21,418.96,72.16,22.6,40.65
2005-12-15,69.38,422.55,72.51,22.46,40.22
2005-12-16,68.35,430.15,72.37,22.44,39.53
2005-12-19,68.61,424.6,71.84,22.38,38.42
2005-12-20,69.31,429.74,71.6,22.41,38.77
2005-12-21,70.64,426.33,72.15,22.3,38.68
2005-12-22,71.14,432.04,72.24,22.18,39.04
2005-12-23,70.5,430.93,72.46,22.22,39.04
2005-12-27,71.35,424.64,72.04,22.07,38.38
2005-12-28,70.71,426.69,72.08,22.01,38.38
2005-12-29,68.67,420.15,71.53,21.91,38.29
2005-12-30,69.1,414.86,71.35,21.81,37.88
2006-01-03,71.85,435.23,71.23,22.39,38.69
2006-01-04,72.06,445.24,71.14,22.5,39.95
2006-01-05,71.49,451.24,71.61,22.51,39.76
2006-01-06,73.34,465.66,73.74,22.45,41.65
2006-01-09,73.1,466.9,72.68,22.41,41.83
2006-01-10,77.72,469.76,72.98,22.52,41.67
2006-01-11,80.64,471.63,73.06,22.76,42.91
2006-01-12,81.02,463.63,72.54,22.64,43.09
2006-01-13,82.27,466.25,72.19,22.68,42.77
2006-01-17,81.42,467.11,72.05,22.51,42.32
2006-01-18,79.29,444.91,72.74,22.38,41.99
2006-01-19,75.97,436.45,72.12,22.54,42.8
2006-01-20,73.13,399.46,70.62,22.03,41.3
2006-01-23,74.65,427.5,70.67,21.98,41.26
2006-01-24,73.09,443.03,70.18,21.92,42.27
2006-01-25,71.32,433.0,70.23,22.02,41.84
2006-01-26,69.52,434.27,70.07,22.11,41.77
2006-01-27,69.23,433.49,70.33,23.18,42.23
2006-01-30,72.09,426.82,70.86,23.36,42.71
2006-01-31,72.58,432.66,70.57,23.48,42.18
2006-02-01,72.49,401.78,71.13,23.39,42.15
2006-02-02,69.3,396.04,70.51,23.09,41.23
2006-02-03,69.06,381.55,69.42,22.97,40.52
2006-02-06,64.69,385.1,69.02,22.66,40.39
2006-02-07,64.97,367.92,69.31,22.47,40.21
2006-02-08,66.14,369.08,70.31,22.45,41.3
2006-02-09,62.43,358.77,69.96,22.24,40.59
2006-02-10,64.7,362.61,70.77,22.26,41.03
2006-02-13,62.2,345.7,70.0,22.01,40.41
2006-02-14,65.01,343.32,70.57,22.23,41.86
2006-02-15,66.53,342.38,70.36,22.5,41.63
2006-02-16,67.83,366.46,70.41,22.44,42.3
2006-02-17,67.56,368.75,70.23,22.35,42.48
2006-02-21,66.4,366.59,70.05,22.21,41.28
2006-02-22,68.55,365.49,70.79,22.36,42.1
2006-02-23,68.96,378.07,69.79,22.31,41.35
2006-02-24,68.68,377.4,69.7,22.29,41.58
2006-02-27,68.23,390.38,70.17,22.64,42.6
2006-02-28,65.83,362.62,69.83,22.49,41.55
2006-03-01,66.42,364.8,69.53,22.72,42.32
2006-03-02,66.91,376.45,69.56,22.57,42.14
2006-03-03,65.09,378.18,69.58,22.54,41.97
2006-03-06,62.94,368.1,69.62,22.52,41.62
2006-03-07,63.73,364.45,69.87,22.65,42.17
2006-03-08,63.11,353.88,70.61,22.81,43.64
2006-03-09,61.45,343.0,70.5,22.6,42.38
2006-03-10,60.74,337.5,70.98,22.74,42.29
2006-03-13,63.13,337.06,71.3,22.69,42.48
2006-03-14,64.7,351.16,72.12,22.79,43.39
2006-03-15,63.66,344.5,72.56,22.9,43.89
2006-03-16,61.81,338.77,72.11,22.82,43.94
2006-03-17,62.15,339.79,72.49,23.02,44.73
2006-03-20,61.5,348.19,72.73,23.34,44.33
2006-03-21,59.41,339.92,72.93,23.22,43.69
2006-03-22,59.27,340.22,73.49,22.72,43.83
2006-03-23,57.82,341.89,72.4,22.47,43.68
2006-03-24,57.63,365.8,72.54,22.61,43.48
2006-03-27,57.2,369.69,72.3,22.61,43.8
2006-03-28,56.43,377.2,71.73,22.51,43.49
2006-03-29,59.91,394.98,72.34,22.62,44.69
2006-03-30,60.31,388.44,72.4,22.79,44.8
2006-03-31,60.28,390.0,71.77,22.77,44.59
2006-04-03,60.22,389.7,72.28,23.07,45.09
2006-04-04,58.79,404.34,72.62,23.13,45.65
2006-04-05,64.6,407.99,73.25,23.22,45.52
2006-04-06,68.47,411.18,72.93,23.07,45.6
2006-04-07,67.08,406.16,71.77,22.81,45.78
2006-04-10,66.0,416.38,71.44,22.84,45.45
2006-04-11,65.35,409.66,70.63,22.71,45.28
2006-04-12,64.12,408.95,70.27,22.77,44.91
2006-04-13,63.89,402.16,71.34,22.66,45.36
2006-04-17,62.29,406.82,71.04,22.46,44.95
2006-04-18,63.65,404.24,72.5,22.78,45.84
2006-04-19,63.1,410.5,71.24,22.62,46.26
2006-04-20,65.0,415.0,71.37,22.62,45.67
2006-04-21,64.44,437.1,71.06,22.72,45.28
2006-04-24,63.2,440.5,71.45,22.69,46.08
2006-04-25,63.6,427.16,71.94,22.69,45.38
2006-04-26,65.5,425.97,72.53,22.68,45.01
2006-04-27,66.67,420.03,72.99,22.81,45.84
2006-04-28,67.66,417.94,71.65,20.21,45.23
2006-05-01,66.9,398.9,71.56,20.33,44.63
2006-05-02,68.84,394.8,71.72,20.1,44.99
2006-05-03,68.38,394.17,71.97,19.39,45.6
2006-05-04,68.37,394.75,71.73,19.62,46.12
2006-05-05,69.1,394.3,72.47,19.92,46.31
2006-05-08,69.1,394.78,72.39,19.86,46.4
2006-05-09,68.27,408.8,72.69,19.77,46.47
2006-05-10,67.86,402.98,72.4,19.9,45.52
2006-05-11,65.5,387.0,72.02,19.43,43.52
2006-05-12,65.07,374.13,71.96,19.39,43.16
2006-05-15,65.16,376.2,72.39,19.45,42.85
2006-05-16,62.46,371.3,71.75,19.33,42.46
2006-05-17,62.72,374.5,70.98,19.1,41.32
2006-05-18,60.73,370.99,70.44,19.18,40.84
2006-05-19,62.0,370.02,70.11,18.96,41.47
2006-05-22,60.92,370.95,69.89,19.22,41.08
2006-05-23,60.7,375.58,69.72,19.15,39.98
2006-05-24,60.88,381.25,69.68,19.75,40.27
2006-05-25,61.83,382.99,69.99,19.95,40.69
2006-05-26,61.08,381.35,70.52,19.93,40.66
2006-05-30,58.84,371.94,70.01,19.45,39.51
2006-05-31,57.45,371.82,69.78,19.03,39.94
2006-06-01,59.75,382.62,70.47,19.17,41.56
2006-06-02,59.26,379.44,69.45,19.12,41.52
2006-06-05,57.67,374.44,69.05,18.91,40.35
2006-06-06,57.4,389.99,69.66,18.59,40.79
2006-06-07,56.29,386.51,69.13,18.52,40.18
2006-06-08,58.4,393.3,67.27,18.58,39.27
2006-06-09,56.94,386.57,67.8,18.42,38.38
2006-06-12,54.79,381.54,67.27,18.24,36.39
2006-06-13,56.06,386.52,67.19,18.07,36.96
2006-06-14,55.37,384.39,67.87,18.38,38.21
2006-06-15,57.07,391.0,68.61,18.54,39.66
2006-06-16,55.32,390.7,68.08,18.57,38.83
2006-06-19,54.98,388.14,67.83,18.95,38.33
2006-06-20,55.24,387.17,68.11,18.96,38.79
2006-06-21,55.61,402.13,68.38,19.39,39.05
2006-06-22,57.27,399.95,67.41,19.22,36.56
2006-06-23,56.54,404.86,67.34,18.91,34.89
2006-06-26,56.7,404.22,67.38,19.17,35.42
2006-06-27,55.2,402.32,66.93,19.21,34.18
2006-06-28,53.84,406.11,66.86,19.46,34.87
2006-06-29,56.68,417.81,67.76,19.72,35.81
2006-06-30,55.05,419.33,67.09,19.58,35.4
2006-07-03,55.7,423.2,68.14,19.91,34.86
2006-07-05,54.79,421.46,67.92,19.62,33.72
2006-07-06,53.6,423.19,68.2,19.73,33.98
2006-07-07,53.25,420.45,66.74,19.58,33.57
2006-07-10,52.86,418.2,66.96,19.75,33.39
2006-07-11,53.49,424.56,66.79,19.41,34.34
2006-07-12,50.9,417.25,65.92,19.02,33.17
2006-07-13,50.22,408.83,64.84,18.7,32.3
2006-07-14,48.7,403.5,64.25,18.73,32.13
2006-07-17,50.34,407.89,64.37,18.89,32.3
2006-07-18,50.85,403.05,64.86,19.11,33.04
2006-07-19,52.0,399.0,66.44,19.66,32.45
2006-07-20,58.15,387.12,65.92,19.2,31.67
2006-07-21,58.36,390.11,65.38,20.06,30.42
2006-07-24,59.03,390.9,66.37,20.17,31.25
2006-07-25,59.52,389.36,66.28,20.35,30.28
2006-07-26,61.39,385.5,66.23,20.48,30.9
2006-07-27,60.94,382.4,66.51,20.06,30.5
2006-07-28,63.04,388.12,67.21,20.38,31.62
2006-07-31,65.32,386.6,67.61,20.22,31.15
2006-08-01,64.57,375.51,66.5,20.16,30.46
2006-08-02,65.51,367.23,66.65,20.42,30.36
2006-08-03,66.89,375.39,66.66,20.34,30.8
2006-08-04,65.65,373.85,66.3,20.41,31.19
2006-08-07,64.6,377.95,65.96,20.35,30.57
2006-08-08,62.26,381.0,66.05,20.45,29.91
2006-08-09,61.12,376.94,66.1,20.54,29.62
2006-08-10,61.58,374.2,66.41,20.55,29.95
2006-08-11,61.18,368.5,66.18,20.53,29.43
2006-08-14,61.46,369.43,67.24,20.61,29.67
2006-08-15,63.87,380.97,67.59,20.76,31.32
2006-08-16,65.34,387.72,69.35,20.83,33.42
2006-08-17,64.96,385.8,69.59,20.83,32.86
2006-08-18,65.27,383.36,70.06,21.75,32.97
2006-08-21,63.97,377.3,69.52,22.03,32.77
2006-08-22,64.99,378.29,69.23,21.61,33.14
2006-08-23,64.7,373.43,68.98,21.65,32.48
2006-08-24,65.18,373.73,69.6,21.71,33.03
2006-08-25,66.08,373.26,70.04,21.8,33.13
2006-08-28,64.38,380.95,70.43,21.88,32.95
2006-08-29,63.9,378.95,71.37,21.79,33.31
2006-08-30,64.36,380.75,71.22,21.76,33.6
2006-08-31,65.21,378.53,71.0,21.67,33.38
2006-09-01,65.72,378.6,71.38,21.79,33.99
2006-09-05,68.7,384.36,70.89,21.6,34.73
2006-09-06,67.31,380.14,70.39,21.6,33.71
2006-09-07,69.97,378.49,69.62,21.45,32.76
2006-09-08,69.7,377.85,70.73,21.59,32.38
2006-09-11,69.68,384.09,70.96,21.85,32.62
2006-09-12,69.81,391.9,72.15,21.87,33.37
2006-09-13,71.32,406.57,72.08,21.91,33.06
2006-09-14,71.29,403.98,72.31,22.21,32.97
2006-09-15,71.22,409.88,72.73,22.64,32.62
2006-09-18,71.02,414.69,72.11,22.59,32.44
2006-09-19,70.9,403.81,71.79,22.65,32.88
2006-09-20,72.34,397.0,73.15,22.92,33.77
2006-09-21,71.75,406.85,71.56,22.69,34.1
2006-09-22,70.16,403.78,71.21,22.48,33.55
2006-09-25,72.81,403.98,71.9,22.73,34.27
2006-09-26,74.6,406.87,72.34,22.94,34.06
2006-09-27,73.44,402.92,71.98,23.14,33.79
2006-09-28,74.02,403.58,71.89,23.11,32.81
2006-09-29,73.99,401.9,71.85,23.07,32.21
2006-10-02,71.95,401.44,71.79,23.07,30.72
2006-10-03,71.2,404.04,71.59,23.08,31.37
2006-10-04,72.45,415.7,72.87,23.56,31.75
2006-10-05,71.92,411.81,72.71,23.55,32.14
2006-10-06,71.34,420.5,72.9,23.5,32.23
2006-10-09,71.73,429.0,73.65,23.38,32.12
2006-10-10,70.94,426.65,73.82,23.35,32.85
2006-10-11,70.39,426.5,73.82,23.23,33.46
2006-10-12,72.34,427.44,74.27,23.8,34.51
2006-10-13,72.11,427.3,75.48,23.93,35.31
2006-10-16,72.47,421.75,76.03,23.99,35.29
2006-10-17,71.4,420.64,76.24,23.98,34.51
2006-10-18,71.63,419.31,78.76,24.05,33.78
2006-10-19,75.92,426.06,78.79,23.86,33.84
2006-10-20,76.84,459.67,79.34,23.98,33.61
2006-10-23,78.3,480.78,80.28,23.99,33.75
2006-10-24,77.9,473.31,80.22,23.85,32.53
2006-10-25,78.51,486.6,80.52,23.88,33.24
2006-10-26,79.0,485.1,80.27,23.91,33.67
2006-10-27,77.29,475.2,79.58,23.9,32.91
2006-10-30,77.3,476.57,80.23,24.06,32.56
2006-10-31,77.93,476.39,80.96,24.21,32.25
2006-11-01,76.08,467.5,80.49,24.3,31.67
2006-11-02,75.91,469.91,80.39,24.26,32.22
2006-11-03,75.25,471.8,80.15,24.23,32.32
2006-11-06,76.61,476.95,81.2,24.32,32.03
2006-11-07,77.38,472.57,81.33,24.41,32.25
2006-11-08,79.25,475.0,81.45,24.44,32.15
2006-11-09,80.1,472.63,81.3,24.68,30.87
2006-11-10,79.89,473.55,80.72,24.66,31.23
2006-11-13,81.07,481.03,80.99,24.75,32.08
2006-11-14,81.7,489.3,82.07,24.74,33.29
2006-11-15,80.79,491.93,81.91,24.64,33.41
2006-11-16,82.28,495.9,82.22,24.94,33.5
2006-11-17,82.52,498.79,82.52,24.88,33.35
2006-11-20,83.11,495.05,82.03,25.29,32.92
2006-11-21,85.16,509.65,81.88,25.32,33.33
2006-11-22,86.8,508.01,82.27,25.32,33.1
2006-11-24,88.07,505.0,82.12,25.18,33.3
2006-11-27,86.06,484.75,80.45,24.95,32.3
2006-11-28,88.24,489.5,80.36,24.87,31.77
2006-11-29,88.23,484.65,80.51,25.02,32.48
2006-11-30,88.1,484.81,80.86,24.85,32.43
2006-12-01,87.77,480.8,80.27,24.64,32.21
2006-12-04,87.58,484.85,82.26,24.82,33.23
2006-12-05,87.72,487.0,83.11,24.65,34.44
2006-12-06,86.34,488.71,82.8,24.53,34.83
2006-12-07,83.66,482.64,82.89,24.41,34.8
2006-12-08,84.83,484.11,82.57,24.88,35.15
2006-12-11,85.3,483.93,82.37,25.0,34.61
2006-12-12,82.79,481.78,82.8,24.9,34.56
2006-12-13,85.59,478.99,83.37,25.01,34.17
2006-12-14,85.11,482.12,83.89,25.45,35.04
2006-12-15,84.31,480.3,83.83,25.55,35.12
2006-12-18,82.15,462.8,83.96,25.29,34.74
2006-12-19,82.96,468.63,84.45,25.38,34.22
