Date,AAPL,GOOG,IBM,MSFT,QCOM
2006-12-20,81.47,462.9,84.45,25.46,34.06
2006-12-21,79.68,456.2,84.37,25.37,34.27
2006-12-22,79.01,455.58,83.79,25.08,33.62
2006-12-26,78.34,457.53,84.15,25.38,33.45
2006-12-27,78.35,468.03,85.51,25.4,33.4
2006-12-28,77.73,462.56,85.3,25.37,33.51
2006-12-29,81.54,460.48,85.46,25.27,33.6
2007-01-03,80.54,467.59,85.57,25.27,33.31
2007-01-04,82.33,483.26,86.48,25.23,34.81
2007-01-05,81.75,487.19,85.7,25.08,34.4
2007-01-08,82.15,483.58,87.0,25.33,34.02
2007-01-09,88.97,485.5,88.03,25.35,33.64
2007-01-10,93.23,489.46,86.99,25.1,34.27
2007-01-11,92.08,499.72,86.78,25.98,35.1
2007-01-12,90.94,505.0,87.39,26.41,35.23
2007-01-16,93.33,504.28,88.69,26.37,35.09
2007-01-17,91.26,497.28,87.99,26.32,34.84
2007-01-18,85.61,487.83,87.48,26.23,34.22
2007-01-19,85.06,489.75,84.6,26.33,34.56
2007-01-22,83.42,480.84,85.43,26.0,34.24
2007-01-23,82.37,479.05,85.4,26.01,33.9
2007-01-24,83.33,499.07,85.68,26.31,34.34
2007-01-25,82.9,488.09,85.78,25.77,33.93
2007-01-26,82.06,495.84,85.73,25.89,33.35
2007-01-29,82.6,492.47,86.68,25.84,33.03
2007-01-30,82.23,494.32,87.41,25.79,33.05
2007-01-31,82.4,501.5,87.22,26.11,33.48
2007-02-01,81.45,481.75,87.09,25.86,33.26
2007-02-02,81.46,481.5,87.24,25.55,33.07
2007-02-05,80.68,467.16,88.3,25.06,33.71
2007-02-06,80.88,471.48,87.84,24.97,33.5
2007-02-07,82.8,470.01,87.83,24.85,33.41
2007-02-08,82.83,471.03,87.9,24.76,34.02
2007-02-09,80.04,461.89,86.95,24.52,34.06
2007-02-12,81.58,458.29,86.98,24.49,33.83
2007-02-13,81.41,459.1,86.72,24.63,33.85
2007-02-14,81.99,465.93,87.53,24.97,35.26
2007-02-15,81.9,461.47,87.28,25.02,36.73
2007-02-16,81.53,469.94,87.34,24.4,37.8
2007-02-20,82.56,472.1,87.66,24.48,37.96
2007-02-21,85.73,475.86,87.43,24.92,37.39
2007-02-22,86.03,475.85,86.91,24.96,38.04
2007-02-23,85.61,470.62,86.23,24.54,38.55
2007-02-26,85.07,464.93,85.51,24.69,37.92
2007-02-27,80.67,448.77,82.9,23.67,35.79
2007-02-28,81.32,449.45,82.0,23.92,35.94
2007-03-01,83.68,448.23,81.41,23.85,35.76
2007-03-02,82.09,438.68,80.2,23.57,35.21
2007-03-05,82.97,440.95,81.01,23.39,34.9
2007-03-06,84.76,457.55,82.76,23.63,35.27
2007-03-07,84.31,455.64,82.89,23.45,35.39
2007-03-08,84.58,454.72,82.06,23.2,35.88
2007-03-09,84.55,452.96,82.3,23.17,35.8
2007-03-12,86.38,454.75,83.04,23.3,35.78
2007-03-13,84.97,443.03,81.8,22.69,37.3
2007-03-14,86.5,448.0,82.73,23.27,38.53
2007-03-15,86.09,446.19,82.45,23.17,38.97
2007-03-16,86.11,440.85,82.28,23.21,38.95
2007-03-19,87.59,447.23,82.93,23.63,38.26
2007-03-20,87.93,445.28,83.38,23.64,38.38
2007-03-21,90.22,456.55,84.14,24.22,39.0
2007-03-22,90.31,462.04,83.99,24.01,38.66
2007-03-23,89.89,461.83,83.85,23.79,37.96
2007-03-26,92.13,465.0,83.82,23.96,37.83
2007-03-27,91.75,463.62,83.58,23.54,38.02
2007-03-28,89.62,461.88,83.17,23.47,37.9
2007-03-29,90.11,460.92,83.44,23.56,37.68
2007-03-30,89.3,458.16,83.17,23.67,38.04
2007-04-02,90.01,458.53,84.01,23.56,38.42
2007-04-03,90.83,472.6,84.79,23.67,38.98
2007-04-04,90.61,471.02,84.89,24.2,38.92
2007-04-05,91.0,471.51,85.16,24.24,38.61
2007-04-09,90.01,468.21,85.25,24.26,38.06
2007-04-10,90.59,466.5,85.11,24.12,38.35
2007-04-11,88.99,464.53,83.96,23.87,37.54
2007-04-12,88.61,467.39,84.41,24.24,37.99
2007-04-13,86.73,466.29,83.76,24.29,37.94
2007-04-16,87.88,474.27,84.86,24.4,38.69
2007-04-17,86.84,472.8,85.69,24.5,38.67
2007-04-18,86.89,476.01,83.65,24.29,38.32
2007-04-19,86.76,471.65,83.2,24.36,38.67
2007-04-20,87.44,482.48,83.45,24.64,38.74
2007-04-23,89.88,479.08,84.01,24.44,38.25
2007-04-24,89.62,477.53,86.9,24.45,39.56
2007-04-25,91.65,477.99,89.52,24.62,40.43
2007-04-26,95.0,481.18,89.03,24.71,40.4
2007-04-27,96.04,479.01,89.27,25.58,39.8
2007-04-30,95.92,471.38,90.18,25.42,39.06
2007-05-01,95.61,469.0,91.03,25.81,39.03
2007-05-02,96.49,465.78,90.19,25.99,39.48
2007-05-03,96.5,473.23,90.7,26.3,39.49
2007-05-04,96.89,471.12,90.85,25.95,39.33
2007-05-07,99.88,467.27,91.02,26.08,39.19
2007-05-08,100.98,466.81,91.49,26.11,39.39
2007-05-09,102.73,469.25,92.46,26.14,39.48
2007-05-10,103.17,461.47,92.72,25.97,39.16
2007-05-11,104.52,466.74,93.87,26.23,40.0
2007-05-14,105.11,461.78,93.51,26.3,39.46
2007-05-15,103.34,458.0,92.86,26.32,39.39
2007-05-16,103.17,472.61,93.78,26.47,40.17
2007-05-17,105.19,470.96,93.28,26.39,39.97
2007-05-18,105.75,470.32,95.65,26.26,40.32
2007-05-21,107.63,470.6,94.81,26.45,41.14
2007-05-22,109.13,475.86,94.51,26.15,41.36
2007-05-23,108.5,473.97,93.52,26.05,39.99
2007-05-24,106.39,474.33,92.08,25.7,38.87
2007-05-25,109.21,483.52,93.17,25.97,38.66
2007-05-29,109.91,487.11,93.81,26.23,39.49
2007-05-30,114.16,498.6,94.72,26.5,38.31
2007-05-31,116.48,497.91,94.42,26.15,38.42
2007-06-01,113.8,500.4,94.37,26.06,38.26
2007-06-04,116.62,507.07,94.1,26.17,37.73
2007-06-05,117.9,518.84,93.75,26.05,38.01
2007-06-06,118.84,518.25,90.71,25.8,37.78
2007-06-07,119.25,515.06,90.17,25.23,36.7
2007-06-08,119.65,515.49,91.3,25.6,37.46
2007-06-11,115.52,511.34,91.43,25.57,37.03
2007-06-12,115.7,504.77,90.65,25.43,37.4
2007-06-13,112.94,505.24,91.34,25.89,38.11
2007-06-14,114.14,502.84,91.99,26.0,38.13
2007-06-15,115.82,505.89,93.09,25.97,38.14
2007-06-18,120.23,515.2,93.3,25.99,37.87
2007-06-19,118.86,514.31,94.33,25.95,38.19
2007-06-20,116.83,509.97,93.89,25.57,38.53
2007-06-21,119.09,514.11,94.42,25.74,38.97
2007-06-22,118.22,524.98,92.51,25.12,38.46
2007-06-25,117.59,527.42,93.09,25.12,38.05
2007-06-26,115.0,530.26,93.3,25.15,38.32
2007-06-27,117.16,526.29,93.39,25.45,38.84
2007-06-28,115.88,525.01,93.85,25.41,38.88
2007-06-29,117.3,522.7,93.23,25.11,38.82
2007-07-02,116.55,530.38,93.01,25.34,39.3
2007-07-03,122.23,534.34,94.41,25.57,39.24
2007-07-05,127.59,541.63,95.71,25.55,38.95
2007-07-06,127.16,539.4,96.58,25.53,38.99
2007-07-09,125.27,542.56,96.52,25.45,38.99
2007-07-10,127.21,543.34,96.22,24.99,38.65
2007-07-11,127.25,544.47,96.64,25.12,39.22
2007-07-12,128.86,545.33,96.8,25.62,40.48
2007-07-13,132.38,552.16,96.19,25.4,40.57
2007-07-16,132.74,552.99,97.13,25.58,40.28
2007-07-17,133.51,555.0,98.12,26.22,40.28
2007-07-18,132.75,549.5,98.39,26.34,40.35
2007-07-19,134.56,548.59,102.63,26.84,38.78
2007-07-20,138.17,520.12,101.7,26.55,38.47
2007-07-23,138.12,512.51,103.09,26.57,38.24
2007-07-24,129.65,514.0,102.9,26.24,38.54
2007-07-25,131.93,509.76,104.61,26.16,37.97
2007-07-26,140.33,508.0,103.22,25.54,37.64
2007-07-27,138.26,511.89,102.41,25.04,37.28
2007-07-30,135.94,516.11,101.44,25.05,38.05
2007-07-31,126.64,510.0,98.01,24.7,37.26
2007-08-01,129.76,512.94,99.24,24.96,37.03
2007-08-02,131.19,511.01,100.3,25.15,37.61
2007-08-03,126.73,503.0,99.11,24.67,36.47
2007-08-06,130.0,510.0,100.88,25.17,37.38
2007-08-07,129.78,516.02,100.56,25.17,36.23
2007-08-08,128.8,525.78,100.43,25.56,35.92
2007-08-09,121.48,514.73,98.43,24.96,34.19
2007-08-10,120.14,515.75,100.13,24.46,33.9
2007-08-13,122.83,515.5,100.19,24.39,34.82
2007-08-14,119.21,508.6,99.6,24.17,33.8
2007-08-15,115.24,497.55,98.87,24.02,32.29
2007-08-16,112.5,491.52,97.5,23.77,33.04
2007-08-17,117.32,500.04,98.58,24.15,33.58
2007-08-20,117.47,497.92,97.09,24.16,33.47
2007-08-21,122.61,506.61,96.93,24.0,33.01
2007-08-22,127.36,512.75,97.78,24.13,33.34
2007-08-23,125.98,512.19,99.07,24.19,33.87
2007-08-24,130.04,515.0,100.66,24.63,34.2
2007-08-27,127.11,513.26,100.84,24.36,34.51
2007-08-28,121.89,506.4,99.56,23.88,33.88
2007-08-29,128.87,512.88,101.84,24.44,34.95
2007-08-30,130.96,511.4,102.55,24.32,35.09
2007-08-31,133.1,515.25,103.73,24.56,35.82
2007-09-04,138.56,525.15,105.06,24.63,35.92
2007-09-05,131.45,527.8,104.78,24.35,34.95
2007-09-06,129.77,523.52,104.55,24.72,34.86
2007-09-07,126.65,519.35,102.71,24.31,34.02
2007-09-10,131.4,514.48,102.93,24.35,33.02
2007-09-11,130.23,521.33,104.31,24.73,34.13
2007-09-12,131.53,522.65,103.11,24.73,34.0
2007-09-13,131.87,524.78,103.07,24.93,35.17
2007-09-14,133.42,528.75,102.34,24.83,35.4
2007-09-17,133.03,525.3,101.8,24.56,35.02
2007-09-18,135.45,535.27,103.67,24.73,35.74
2007-09-19,135.3,546.85,103.71,24.51,35.95
2007-09-20,134.86,552.83,103.88,24.3,36.4
2007-09-21,138.55,560.1,103.81,24.49,36.66
2007-09-24,142.52,568.02,103.33,24.86,37.39
2007-09-25,147.23,569.0,103.57,25.27,37.31
2007-09-26,146.84,568.16,104.27,25.22,37.93
2007-09-27,148.5,567.5,104.63,25.21,37.92
2007-09-28,147.51,567.27,104.71,25.19,37.94
2007-10-01,150.27,582.55,105.81,25.45,37.79
2007-10-02,152.29,584.39,105.21,25.39,37.69
2007-10-03,151.79,584.02,103.47,25.18,37.95
2007-10-04,150.17,579.03,102.84,25.4,38.41
2007-10-05,155.18,594.05,103.38,25.51,38.93
2007-10-08,161.39,609.62,104.69,25.51,38.4
2007-10-09,161.34,615.18,105.16,25.73,38.3
2007-10-10,160.31,625.39,105.44,25.84,37.98
2007-10-11,155.93,622.0,104.93,25.57,37.24
2007-10-12,160.75,637.39,104.72,25.79,37.86
2007-10-15,160.49,620.11,104.92,25.68,37.07
2007-10-16,162.99,616.0,106.31,25.92,36.67
2007-10-17,166.04,633.48,102.92,26.57,37.18
2007-10-18,166.76,639.62,102.05,26.64,37.15
2007-10-19,163.8,644.71,99.81,25.79,36.19
2007-10-22,167.59,650.75,100.77,26.08,36.7
2007-10-23,178.93,675.77,101.94,26.42,36.93
2007-10-24,178.71,675.82,100.4,26.72,36.98
2007-10-25,175.68,668.51,100.28,27.35,36.63
2007-10-26,177.53,674.6,101.09,29.95,37.11
2007-10-29,177.9,679.23,102.05,29.55,37.38
2007-10-30,179.74,694.77,101.44,30.41,37.51
2007-10-31,182.57,707.0,103.22,31.47,38.37
2007-11-01,180.16,703.21,101.02,31.68,37.07
2007-11-02,180.57,711.25,101.86,31.68,37.12
2007-11-05,178.95,725.65,100.8,31.4,36.68
2007-11-06,184.34,741.79,100.6,31.13,37.32
2007-11-07,179.06,732.94,99.09,30.37,36.98
2007-11-08,168.65,693.84,94.66,29.7,35.7
2007-11-09,158.95,663.97,89.43,28.84,34.21
2007-11-12,147.79,632.07,90.5,28.54,33.48
2007-11-13,163.36,660.55,93.91,29.56,35.16
2007-11-14,159.66,641.68,92.27,29.1,35.95
2007-11-15,157.92,629.65,92.42,28.96,36.64
2007-11-16,159.93,633.63,93.48,29.24,37.14
2007-11-19,157.58,625.85,91.19,29.13,37.49
2007-11-20,162.29,648.54,92.26,29.66,37.12
2007-11-21,161.92,660.52,91.19,29.36,36.33
2007-11-23,164.88,676.7,92.82,29.26,36.39
2007-11-26,165.84,666.0,90.96,28.28,35.18
2007-11-27,168.02,673.57,92.62,28.36,35.75
2007-11-28,173.22,692.26,95.78,28.91,37.25
2007-11-29,177.13,697.0,95.9,28.81,37.19
2007-11-30,175.14,693.0,93.83,28.82,36.62
2007-12-03,171.91,681.53,94.41,28.24,35.88
2007-12-04,172.83,684.16,95.12,28.11,35.34
2007-12-05,178.29,698.51,96.48,29.29,36.38
2007-12-06,182.57,715.26,97.86,29.63,36.41
2007-12-07,186.75,714.87,97.11,29.62,36.15
2007-12-10,186.67,718.42,97.58,29.81,36.56
2007-12-11,181.22,699.2,95.44,29.25,36.21
2007-12-12,183.45,699.35,96.76,29.57,36.95
2007-12-13,184.38,694.05,96.5,30.21,35.92
2007-12-14,182.99,689.96,94.35,30.29,35.49
2007-12-17,177.24,669.23,93.25,29.5,35.25
2007-12-18,175.87,673.35,94.83,29.8,34.89
2007-12-19,176.01,677.37,95.57,29.84,34.49
2007-12-20,179.94,689.69,97.09,30.47,35.25
2007-12-21,186.38,696.69,99.06,30.93,36.01
2007-12-24,191.08,700.73,99.6,31.38,36.32
2007-12-26,191.22,710.84,99.52,31.4,36.3
2007-12-27,190.86,700.74,97.77,30.85,35.76
2007-12-28,192.07,702.53,98.21,30.98,35.66
2007-12-31,190.39,691.48,96.43,30.54,35.46
2008-01-02,187.27,685.19,93.39,30.21,34.59
2008-01-03,187.36,685.33,93.58,30.34,34.15
2008-01-04,173.06,657.0,90.21,29.49,33.37
2008-01-07,170.74,649.25,89.25,29.69,32.85
2008-01-08,164.6,631.68,87.06,28.69,32.43
2008-01-09,172.43,653.2,87.7,29.54,34.05
2008-01-10,171.1,646.73,89.13,29.45,34.23
2008-01-11,165.98,638.25,87.13,29.09,34.81
2008-01-14,171.84,653.82,91.82,29.5,36.04
2008-01-15,162.47,637.65,90.84,29.16,35.46
2008-01-16,153.44,615.95,90.66,28.5,36.01
2008-01-17,154.64,600.79,90.19,28.4,35.2
2008-01-18,155.09,600.25,92.24,28.31,34.56
2008-01-22,149.59,584.35,90.29,27.41,33.28
2008-01-23,133.67,548.62,94.65,27.39,33.01
2008-01-24,130.33,574.49,95.37,28.52,36.41
2008-01-25,124.96,566.4,93.24,28.25,36.04
2008-01-28,124.96,555.98,93.65,28.06,36.49
2008-01-29,126.43,550.52,94.65,27.96,36.31
2008-01-30,127.05,548.27,94.25,27.62,36.3
2008-01-31,130.1,564.3,95.55,27.96,38.22
2008-02-01,128.55,515.9,97.31,26.12,38.03
2008-02-04,126.54,495.43,96.28,25.89,37.71
2008-02-05,124.33,506.8,93.68,24.93,36.69
2008-02-06,117.26,501.71,92.76,24.46,35.73
2008-02-07,116.53,504.95,91.64,24.12,36.89
2008-02-08,120.61,516.69,92.47,24.5,37.77
2008-02-11,124.42,521.16,94.15,24.2,37.72
2008-02-12,120.01,518.09,95.39,24.31,36.89
2008-02-13,124.37,534.62,97.09,24.84,37.86
2008-02-14,122.51,532.25,95.04,24.45,36.83
2008-02-15,119.79,529.64,95.06,24.38,38.03
2008-02-19,117.43,508.95,94.02,24.26,37.8
2008-02-20,119.01,509.0,96.58,24.3,39.08
2008-02-21,116.82,502.86,95.75,24.2,38.22
2008-02-22,114.82,507.8,96.77,23.83,39.17
2008-02-25,115.09,486.44,98.57,23.97,39.4
2008-02-26,114.52,464.19,102.42,24.44,39.32
2008-02-27,118.18,472.86,104.29,24.33,39.59
2008-02-28,124.86,475.39,103.19,24.05,39.16
2008-02-29,120.16,471.18,101.96,23.42,38.32
2008-03-03,117.0,457.02,102.29,23.24,37.17
2008-03-04,119.78,444.6,103.61,23.76,37.25
2008-03-05,119.65,447.7,103.33,24.21,37.52
2008-03-06,116.23,432.7,100.76,23.74,36.55
2008-03-07,117.5,433.35,102.03,24.0,36.38
2008-03-10,115.04,413.62,102.09,24.15,35.41
2008-03-11,122.4,439.84,104.31,25.21,35.64
2008-03-12,121.13,440.18,104.83,24.65,35.93
2008-03-13,122.97,443.01,103.79,24.64,36.39
2008-03-14,121.69,437.92,103.18,24.08,35.46
2008-03-17,121.81,419.87,103.47,24.37,34.8
2008-03-18,127.66,439.16,106.03,25.33,36.28
2008-03-19,124.63,432.0,104.72,24.64,34.22
2008-03-20,128.09,433.55,105.96,25.13,34.6
2008-03-24,134.11,460.56,106.61,25.12,36.06
2008-03-25,135.5,450.78,105.64,25.09,36.88
2008-03-26,139.43,458.19,104.69,24.59,36.6
2008-03-27,134.8,444.08,103.44,24.15,35.91
2008-03-28,137.45,438.08,102.59,24.03,36.29
2008-03-31,137.93,440.47,103.1,24.44,37.06
2008-04-01,143.72,465.71,104.31,25.4,38.17
2008-04-02,141.76,465.7,102.81,25.11,37.92
2008-04-03,145.72,455.12,103.89,24.97,37.87
2008-04-04,147.13,471.09,103.66,25.11,38.01
2008-04-07,149.83,476.82,104.15,25.11,37.67
2008-04-08,146.9,467.81,104.12,24.76,38.04
2008-04-09,145.56,464.19,104.56,24.88,37.52
2008-04-10,148.55,469.08,106.36,25.07,38.49
2008-04-11,141.42,457.45,103.87,24.35,37.43
2008-04-14,142.04,451.66,105.02,24.16,37.39
2008-04-15,142.62,446.84,104.92,24.32,37.24
2008-04-16,147.73,455.03,107.88,24.93,38.2
2008-04-17,148.49,449.54,110.21,25.16,38.03
2008-04-18,154.78,539.41,111.4,25.83,38.47
2008-04-21,161.63,537.79,111.35,26.19,38.53
2008-04-22,153.98,555.0,110.74,26.05,37.56
2008-04-23,156.56,546.49,110.68,27.08,37.87
2008-04-24,162.38,543.04,111.21,27.38,39.02
2008-04-25,163.14,544.06,110.21,25.69,39.09
2008-04-28,165.55,552.12,108.97,24.96,39.13
2008-04-29,168.25,558.47,110.01,24.66,39.56
2008-04-30,167.19,574.29,108.08,24.56,39.04
2008-05-01,173.01,593.08,110.69,25.32,40.1
2008-05-02,173.91,581.29,110.3,25.18,40.07
2008-05-05,177.55,594.9,109.27,25.04,39.71
2008-05-06,179.41,586.36,109.98,25.57,40.27
2008-05-07,175.5,579.0,111.62,25.15,39.36
2008-05-08,177.87,583.01,112.32,25.2,39.87
2008-05-09,176.32,573.2,111.55,25.31,39.52
2008-05-12,180.85,584.94,112.61,25.82,40.35
2008-05-13,182.58,583.0,113.81,25.74,40.29
2008-05-14,179.02,576.3,114.66,25.87,39.89
2008-05-15,182.36,581.0,115.5,26.32,40.68
2008-05-16,180.33,580.07,114.93,25.92,42.4
2008-05-19,176.47,577.52,113.73,25.46,42.8
2008-05-20,178.68,578.6,112.55,24.86,41.64
2008-05-21,171.27,549.99,111.15,24.41,41.75
2008-05-22,170.17,549.46,112.12,24.6,41.47
2008-05-23,174.13,544.62,111.67,24.24,43.17
2008-05-27,179.19,560.9,114.48,24.58,44.16
2008-05-28,179.75,568.24,116.47,24.35,43.82
2008-05-29,179.44,583.0,116.63,24.47,44.64
2008-05-30,181.42,585.8,116.37,24.47,44.02
2008-06-02,178.87,575.0,114.51,24.03,43.26
2008-06-03,178.17,567.3,114.94,23.6,42.62
2008-06-04,178.0,572.22,114.68,23.8,43.94
2008-06-05,182.07,586.3,115.51,24.46,44.8
2008-06-06,178.43,567.0,112.34,23.76,42.75
2008-06-09,174.56,557.87,113.16,23.95,42.73
2008-06-10,178.43,554.17,113.24,24.1,43.01
2008-06-11,173.79,545.2,110.82,23.44,42.0
2008-06-12,166.53,552.95,111.36,24.41,44.42
2008-06-13,165.67,571.51,113.42,25.12,45.34
2008-06-16,169.97,572.81,113.93,25.0,44.93
2008-06-17,174.38,569.46,112.48,24.89,44.11
2008-06-18,171.81,562.38,111.64,24.6,44.53
2008-06-19,173.87,560.2,112.41,25.0,45.67
2008-06-20,168.46,546.43,110.36,24.4,44.02
2008-06-23,166.43,545.21,111.01,24.17,43.36
2008-06-24,166.52,542.3,111.01,23.97,41.97
2008-06-25,170.5,551.0,112.01,24.5,42.77
2008-06-26,161.72,528.82,108.91,23.98,40.91
2008-06-27,163.48,528.07,107.94,23.88,41.4
2008-06-30,160.94,526.42,106.57,23.77,40.24
2008-07-01,167.89,534.73,107.24,23.22,41.56
2008-07-02,161.65,527.04,107.09,22.37,40.86
2008-07-03,163.51,537.0,107.48,22.45,40.86
2008-07-07,168.36,543.91,109.24,22.5,41.14
2008-07-08,172.58,554.53,111.38,22.34,43.13
2008-07-09,167.48,541.55,108.25,21.8,42.25
2008-07-10,169.77,540.57,110.75,21.99,43.69
2008-07-11,165.88,533.8,109.8,21.82,43.83
2008-07-14,167.13,521.62,109.28,21.74,43.39
2008-07-15,163.05,516.09,110.77,22.6,42.54
2008-07-16,166.1,535.6,113.24,23.56,42.61
2008-07-17,165.14,533.44,113.76,23.78,41.32
2008-07-18,158.73,481.32,116.79,22.35,40.99
2008-07-21,159.83,468.8,115.68,22.16,41.07
2008-07-22,155.73,477.11,116.89,22.3,40.0
2008-07-23,159.8,489.22,116.45,22.84,40.65
2008-07-24,152.85,475.62,116.89,21.99,47.55
2008-07-25,155.82,491.98,115.56,22.61,49.38
2008-07-28,148.4,477.12,113.51,22.04,48.45
2008-07-29,150.98,483.11,114.78,22.57,49.81
2008-07-30,153.67,482.7,115.86,22.67,50.46
2008-07-31,152.78,473.75,115.07,22.23,50.19
2008-08-01,150.57,467.86,113.87,21.99,50.31
2008-08-04,147.28,463.0,114.69,21.85,47.95
2008-08-05,154.4,479.85,115.87,22.65,50.55
2008-08-06,157.81,486.34,116.58,23.35,50.39
2008-08-07,157.22,479.12,116.48,23.67,50.23
2008-08-08,162.96,495.01,116.27,24.31,50.66
2008-08-11,166.82,500.84,114.27,24.11,49.36
2008-08-12,169.86,502.61,113.03,24.3,49.17
2008-08-13,172.34,500.03,113.55,24.12,50.24
2008-08-14,172.35,505.49,114.58,24.12,51.11
2008-08-15,168.91,510.15,114.06,24.03,51.13
2008-08-18,168.58,498.3,112.46,23.93,50.19
2008-08-19,166.79,490.5,110.63,23.7,49.69
2008-08-20,169.01,485.0,110.58,23.68,49.84
2008-08-21,167.52,486.53,111.01,23.58,49.62
2008-08-22,169.92,490.59,112.77,24.16,50.26
2008-08-25,165.85,483.01,110.9,24.0,48.87
2008-08-26,166.89,474.16,110.57,23.66,48.52
2008-08-27,167.88,468.58,111.37,23.91,49.2
2008-08-28,166.99,473.78,112.45,24.24,49.1
2008-08-29,162.94,463.29,109.88,23.68,47.9
2008-09-02,159.73,465.25,106.88,23.51,46.55
2008-09-03,160.47,464.41,106.82,23.34,44.81
2008-09-04,154.96,450.26,103.8,22.86,44.16
2008-09-05,153.96,444.25,103.2,22.26,43.36
2008-09-08,151.79,419.95,105.87,22.66,42.1
2008-09-09,145.79,418.66,103.84,22.65,41.49
2008-09-10,145.72,414.16,106.55,22.94,42.51
2008-09-11,146.72,433.75,107.59,23.72,44.66
2008-09-12,143.15,437.66,107.39,23.97,43.59
2008-09-15,134.91,433.86,103.97,23.27,42.59
2008-09-16,134.45,442.93,104.75,22.55,43.59
2008-09-17,122.86,414.49,100.62,21.32,40.88
2008-09-18,128.88,439.08,103.91,21.92,42.48
2008-09-19,135.44,449.15,107.28,21.83,44.34
2008-09-22,125.96,430.14,104.89,22.04,41.81
2008-09-23,121.91,429.27,104.13,22.07,41.76
2008-09-24,123.71,435.11,105.12,22.32,41.2
2008-09-25,126.81,439.6,108.41,23.09,42.34
2008-09-26,123.26,431.04,107.79,23.77,41.7
2008-09-29,101.17,381.0,103.31,21.7,36.28
2008-09-30,109.24,400.52,105.57,23.16,39.09
2008-10-01,104.88,411.72,99.41,22.98,37.77
2008-10-02,96.21,390.49,94.54,22.78,36.91
2008-10-03,93.3,386.91,93.37,22.84,37.18
2008-10-06,94.33,371.21,90.82,21.61,36.6
2008-10-07,85.7,346.01,86.34,20.16,35.64
2008-10-08,86.3,338.11,81.73,19.97,37.36
2008-10-09,85.29,328.98,80.33,19.35,36.1
2008-10-10,93.04,332.0,79.21,18.66,35.46
2008-10-13,105.98,381.02,83.23,22.13,38.48
2008-10-14,100.04,362.71,84.49,20.91,36.68
2008-10-15,94.15,339.17,79.69,19.66,33.03
2008-10-16,97.93,353.02,82.61,20.99,35.38
2008-10-17,93.62,372.54,81.94,20.76,36.16
2008-10-20,94.62,379.32,83.5,21.45,36.65
2008-10-21,87.94,362.75,80.21,20.27,33.32
2008-10-22,93.11,355.67,75.46,18.68,32.42
2008-10-23,94.41,352.32,76.14,19.37,32.08
2008-10-24,92.64,339.29,74.08,19.05,31.83
2008-10-27,88.51,329.49,71.9,18.38,30.91
2008-10-28,96.03,368.75,78.78,20.04,35.4
2008-10-29,100.49,358.0,79.61,19.96,34.5
2008-10-30,106.73,359.69,81.86,19.64,36.13
2008-10-31,103.41,359.36,83.92,19.38,34.8
2008-11-03,102.81,346.49,83.66,19.63,33.84
2008-11-04,106.68,366.94,84.31,20.42,34.53
2008-11-05,99.29,342.24,81.18,19.16,31.99
2008-11-06,95.25,331.22,77.29,18.12,30.07
2008-11-07,94.42,331.14,78.31,18.66,32.44
2008-11-10,92.16,318.78,76.13,18.48,32.12
2008-11-11,91.09,311.46,75.1,18.39,31.9
2008-11-12,86.62,291.0,72.38,17.61,29.63
2008-11-13,92.69,312.08,76.44,18.44,31.68
2008-11-14,86.73,310.02,72.91,17.41,29.97
2008-11-17,84.72,300.12,70.33,16.76,28.79
2008-11-18,86.42,297.42,72.69,17.14,28.94
2008-11-19,82.94,280.18,68.96,15.98,27.3
2008-11-20,77.36,259.56,65.12,15.31,26.57
2008-11-21,79.37,262.43,67.97,17.19,27.45
2008-11-24,89.34,257.44,72.51,18.07,29.86
2008-11-25,87.27,282.05,73.2,17.46,29.74
2008-11-26,91.31,292.09,74.13,17.9,30.43
2008-11-28,89.07,292.96,74.07,17.66,30.54
2008-12-01,85.48,265.99,69.8,16.26,27.25
2008-12-02,88.88,275.11,72.47,16.73,27.78
2008-12-03,92.17,279.43,73.22,17.36,27.56
2008-12-04,87.86,274.34,70.29,16.69,27.36
2008-12-05,90.35,283.99,73.15,17.36,29.02
2008-12-08,95.85,302.11,77.03,18.35,30.5
2008-12-09,96.17,305.97,75.06,18.0,30.6
2008-12-10,94.39,308.82,75.21,18.0,31.51
2008-12-11,91.31,300.22,73.14,16.99,29.79
2008-12-12,94.45,315.76,74.61,16.91,31.0
2008-12-15,91.07,310.67,75.13,16.63,30.9
2008-12-16,91.72,325.28,78.42,17.57,32.96
2008-12-17,85.7,315.24,77.91,17.17,32.08
2008-12-18,85.96,310.28,76.24,16.86,31.19
2008-12-19,86.5,310.17,75.81,16.7,32.02
2008-12-22,82.41,297.11,74.42,16.75,31.82
2008-12-23,83.02,298.02,73.16,16.84,31.24
2008-12-24,81.74,302.95,73.09,16.75,31.22
2008-12-26,82.48,300.36,73.82,16.71,31.47
2008-12-29,83.25,297.42,73.75,16.56,31.17
2008-12-30,82.94,303.11,75.84,16.89,31.94
2008-12-31,82.03,307.65,76.39,16.98,32.75
2009-01-02,87.22,321.32,79.3,17.76,33.87
2009-01-05,90.91,328.05,78.8,17.93,33.32
2009-01-06,89.41,334.06,80.99,18.13,33.96
2009-01-07,87.47,322.01,79.68,17.04,32.49
2009-01-08,89.1,325.19,79.13,17.58,32.25
2009-01-09,87.06,315.07,76.88,17.05,31.99
